week_start,sku_id,units_sold,revenue,avg_price,promo_days,category,list_price,unit_cost
2010-06-07,15036,1094.0,761.56,0.7865079365079365,6.0,Other,1.63,0.98
2010-06-14,15036,232.0,176.12,0.8383333333333333,5.0,Other,1.63,0.98
2010-06-21,15036,1571.0,1011.52,0.8296111111111112,6.0,Other,1.63,0.98
2010-06-28,15036,1333.0,960.95,0.867079365079365,6.0,Other,1.63,0.98
2010-07-05,15036,943.0,663.6800000000001,0.8844722222222222,6.0,Other,1.63,0.98
2010-07-12,15036,577.0,480.91999999999996,0.8488055555555555,6.0,Other,1.63,0.98
2010-07-19,15036,1784.0,1247.68,0.9137698412698413,6.0,Other,1.63,0.98
2010-07-26,15036,112.0,105.2,0.9266666666666667,3.0,Other,1.63,0.98
2010-08-02,15036,168.0,195.96,1.1033333333333333,3.0,Other,1.63,0.98
2010-08-09,15036,77.0,92.2,1.1475,4.0,Other,1.63,0.98
2010-08-16,15036,0.0,0.0,1.1475,0.0,Other,1.63,0.98
2010-08-23,15036,18.0,16.68,1.1475,2.0,Other,1.63,0.98
2010-08-30,15036,26.0,20.560000000000002,1.1475,2.0,Other,1.63,0.98
2010-09-06,15036,2.0,2.56,1.28,1.0,Other,1.63,0.98
2010-09-13,15036,3.0,3.84,1.28,2.0,Other,1.63,0.98
2010-09-20,15036,21.0,16.28,0.8383333333333334,3.0,Other,1.63,0.98
2010-09-27,15036,23.0,25.2,1.0150000000000001,2.0,Other,1.63,0.98
2010-10-04,15036,0.0,0.0,1.0150000000000001,0.0,Other,1.63,0.98
2010-10-11,15036,831.0,564.84,0.8183333333333334,5.0,Other,1.63,0.98
2010-10-18,15036,172.0,131.12,0.8736666666666668,5.0,Other,1.63,0.98
2010-10-25,15036,2010.0,1394.28,1.01625,4.0,Other,1.63,0.98
2010-11-01,15036,205.0,167.0,1.068,5.0,Other,1.63,0.98
2010-11-08,15036,130.0,115.52,1.0900833333333333,4.0,Other,1.63,0.98
2010-11-15,15036,355.0,261.14,0.9425000000000001,4.0,Other,1.63,0.98
2010-11-22,15036,927.0,652.74,0.8741666666666666,6.0,Other,1.63,0.98
2010-11-29,15036,130.0,109.16,0.8736666666666666,5.0,Other,1.63,0.98
2010-12-06,15036,21.0,20.52,1.21375,4.0,Other,1.63,0.98
2010-12-13,15036,35.0,32.08,1.0150000000000001,4.0,Other,1.63,0.98
2010-12-20,15036,30.0,25.68,1.0150000000000001,2.0,Other,1.63,0.98
2011-01-03,15036,18.0,16.68,1.1475,2.0,Other,1.63,0.98
2011-01-10,15036,159.0,133.44,1.0953333333333333,5.0,Other,1.63,0.98
2011-01-17,15036,39.0,36.75,0.9166666666666666,3.0,Other,1.63,0.98
2011-01-24,15036,112.0,86.0,0.95,5.0,Other,1.63,0.98
2011-01-31,15036,1913.0,1197.25,0.9712,5.0,Other,1.63,0.98
2011-02-07,15036,68.0,79.16,1.3366666666666667,1.0,Other,1.63,0.98
2011-02-14,15036,762.0,537.9,1.0133333333333334,5.0,Other,1.63,0.98
2011-02-21,15036,128.0,103.03999999999999,0.86,4.0,Other,1.63,0.98
2011-02-28,15036,91.0,106.09,1.3733333333333333,2.0,Other,1.63,0.98
2011-03-07,15036,369.0,282.03,1.014,4.0,Other,1.63,0.98
2011-03-14,15036,1342.0,916.4200000000001,0.8768,5.0,Other,1.63,0.98
2011-03-21,15036,99.0,119.13,1.0433333333333332,2.0,Other,1.63,0.98
2011-03-28,15036,1253.0,868.07,1.0958333333333332,3.0,Other,1.63,0.98
2011-04-04,15036,147.0,134.49,1.1713333333333333,2.0,Other,1.63,0.98
2011-04-11,15036,864.0,651.12,0.8254166666666666,6.0,Other,1.63,0.98
2011-04-18,15036,174.0,158.01999999999998,1.0433333333333332,4.0,Other,1.63,0.98
2011-04-25,15036,793.0,593.59,0.8554166666666666,4.0,Other,1.63,0.98
2011-05-02,15036,972.0,749.56,1.0397916666666667,4.0,Other,1.63,0.98
2011-05-09,15036,1618.0,1234.94,0.8262499999999999,6.0,Other,1.63,0.98
2011-05-16,15036,1643.0,1238.8899999999999,0.9227777777777777,6.0,Other,1.63,0.98
2011-05-23,15036,397.0,416.71,1.0522222222222222,5.0,Other,1.63,0.98
2011-05-30,15036,193.0,183.19,1.2311666666666667,3.0,Other,1.63,0.98
2011-06-06,15036,1610.0,1240.6999999999998,1.1255,5.0,Other,1.63,0.98
2011-06-13,15036,1285.0,1063.75,0.994047619047619,5.0,Other,1.63,0.98
2011-06-20,15036,169.0,160.26999999999998,1.0788888888888888,6.0,Other,1.63,0.98
2011-06-27,15036,167.0,147.41,1.03,5.0,Other,1.63,0.98
2011-07-04,15036,1938.0,1433.74,1.2541666666666667,4.0,Other,1.63,0.98
2011-07-11,15036,352.0,295.36,1.0219999999999998,4.0,Other,1.63,0.98
2011-07-18,15036,510.0,447.29999999999995,0.9411111111111111,6.0,Other,1.63,0.98
2011-07-25,15036,638.0,474.74,1.351111111111111,1.0,Other,1.63,0.98
2011-08-01,15036,943.0,785.8899999999999,0.9578333333333333,5.0,Other,1.63,0.98
2011-08-08,15036,268.0,235.23999999999998,1.15,4.0,Other,1.63,0.98
2011-08-15,15036,60.0,49.8,0.83,4.0,Other,1.63,0.98
2011-08-22,15036,60.0,49.8,0.83,3.0,Other,1.63,0.98
2011-08-29,15036,181.0,232.14999999999998,1.2879999999999998,2.0,Other,1.63,0.98
2011-09-05,15036,215.0,187.25,1.03,4.0,Other,1.63,0.98
2011-09-12,15036,64.0,56.32,0.918888888888889,3.0,Other,1.63,0.98
2011-09-19,15036,93.0,84.39,1.03,3.0,Other,1.63,0.98
2011-09-26,15036,30.0,29.699999999999996,1.3633333333333333,2.0,Other,1.63,0.98
2011-10-03,15036,721.0,533.23,0.91625,4.0,Other,1.63,0.98
2011-10-10,15036,224.0,192.32,1.0699999999999998,5.0,Other,1.63,0.98
2011-10-17,15036,194.0,172.21999999999997,1.1233333333333333,4.0,Other,1.63,0.98
2011-10-24,15036,101.0,87.82999999999998,1.13,3.0,Other,1.63,0.98
2011-10-31,15036,83.0,87.28999999999999,1.4166666666666665,2.0,Other,1.63,0.98
2011-11-07,15036,107.0,97.60999999999999,1.0699999999999998,4.0,Other,1.63,0.98
2011-11-14,15036,104.0,92.72,1.1966666666666665,3.0,Other,1.63,0.98
2011-11-21,15036,237.0,203.91,1.1233333333333335,4.0,Other,1.63,0.98
2011-11-28,15036,143.0,127.49,1.3633333333333333,2.0,Other,1.63,0.98
2011-12-05,15036,14.0,22.819999999999997,1.63,0.0,Other,1.63,0.98
2009-11-30,15056N,711.0,2412.45,5.535416666666666,6.0,Garden & Outdoor,12.72,7.63
2009-12-07,15056N,818.0,2935.1000000000004,5.299444444444445,5.0,Garden & Outdoor,12.72,7.63
2009-12-14,15056N,103.0,574.0,6.464,5.0,Garden & Outdoor,12.72,7.63
2009-12-21,15056N,12.0,71.4,5.95,1.0,Garden & Outdoor,12.72,7.63
2010-01-04,15056N,611.0,1865.45,4.475,2.0,Garden & Outdoor,12.72,7.63
2010-01-11,15056N,121.0,636.72,6.108750000000001,4.0,Garden & Outdoor,12.72,7.63
2010-01-18,15056N,26.0,168.24,9.335,1.0,Garden & Outdoor,12.72,7.63
2010-01-25,15056N,17.0,101.15,5.95,4.0,Garden & Outdoor,12.72,7.63
2010-02-01,15056N,6.0,35.7,5.95,2.0,Garden & Outdoor,12.72,7.63
2010-02-08,15056N,16.0,101.97,7.6425,2.0,Garden & Outdoor,12.72,7.63
2010-02-15,15056N,19.0,119.82000000000001,7.304,4.0,Garden & Outdoor,12.72,7.63
2010-02-22,15056N,276.0,1396.2,5.675,4.0,Garden & Outdoor,12.72,7.63
2010-03-01,15056N,188.0,988.1400000000001,6.103988095238095,6.0,Garden & Outdoor,12.72,7.63
2010-03-08,15056N,103.0,559.62,6.527000000000001,5.0,Garden & Outdoor,12.72,7.63
2010-03-15,15056N,77.0,404.9200000000001,6.430833333333334,4.0,Garden & Outdoor,12.72,7.63
2010-03-22,15056N,33.0,196.35000000000002,5.95,3.0,Garden & Outdoor,12.72,7.63
2010-03-29,15056N,19.0,126.59,7.078333333333333,3.0,Garden & Outdoor,12.72,7.63
2010-04-05,15056N,282.0,1458.21,6.701934523809524,4.0,Garden & Outdoor,12.72,7.63
2010-04-12,15056N,58.0,345.1,5.95,5.0,Garden & Outdoor,12.72,7.63
2010-04-19,15056N,161.0,892.11,8.54775,4.0,Garden & Outdoor,12.72,7.63
2010-04-26,15056N,134.0,798.23,7.181433333333334,5.0,Garden & Outdoor,12.72,7.63
2010-05-03,15056N,33.0,223.43,8.2518,4.0,Garden & Outdoor,12.72,7.63
2010-05-10,15056N,154.0,877.5400000000001,7.691666666666667,6.0,Garden & Outdoor,12.72,7.63
2010-05-17,15056N,114.0,638.61,6.8069444444444445,6.0,Garden & Outdoor,12.72,7.63
2010-05-24,15056N,97.0,632.24,9.285,3.0,Garden & Outdoor,12.72,7.63
2010-05-31,15056N,111.0,613.9000000000001,7.575333333333333,4.0,Garden & Outdoor,12.72,7.63
2010-06-07,15056N,207.0,1165.81,6.629583333333334,6.0,Garden & Outdoor,12.72,7.63
2010-06-14,15056N,223.0,1187.47,6.9245,5.0,Garden & Outdoor,12.72,7.63
2010-06-21,15056N,88.0,498.99,9.251666666666667,4.0,Garden & Outdoor,12.72,7.63
2010-06-28,15056N,182.0,971.7500000000001,7.43438888888889,6.0,Garden & Outdoor,12.72,7.63
2010-07-05,15056N,222.0,1204.66,9.753619047619049,2.0,Garden & Outdoor,12.72,7.63
2010-07-12,15056N,55.0,347.56000000000006,7.172361111111112,6.0,Garden & Outdoor,12.72,7.63
2010-07-19,15056N,87.0,579.1700000000001,9.075208333333334,4.0,Garden & Outdoor,12.72,7.63
2010-07-26,15056N,25.0,169.06,7.8456,4.0,Garden & Outdoor,12.72,7.63
2010-08-02,15056N,98.0,543.41,6.587000000000001,5.0,Garden & Outdoor,12.72,7.63
2010-08-09,15056N,123.0,673.3900000000001,6.9783333333333335,5.0,Garden & Outdoor,12.72,7.63
2010-08-16,15056N,160.0,879.39,8.332333333333334,4.0,Garden & Outdoor,12.72,7.63
2010-08-23,15056N,202.0,1148.67,6.577000000000001,5.0,Garden & Outdoor,12.72,7.63
2010-08-30,15056N,63.0,401.93,7.5296666666666665,5.0,Garden & Outdoor,12.72,7.63
2010-09-06,15056N,149.0,773.32,6.427000000000001,5.0,Garden & Outdoor,12.72,7.63
2010-09-13,15056N,127.0,749.8100000000001,6.919777777777778,6.0,Garden & Outdoor,12.72,7.63
2010-09-20,15056N,51.0,317.33000000000004,6.646249999999999,6.0,Garden & Outdoor,12.72,7.63
2010-09-27,15056N,35.0,221.79000000000002,6.4013333333333335,5.0,Garden & Outdoor,12.72,7.63
2010-10-04,15056N,97.0,529.49,6.288,3.0,Garden & Outdoor,12.72,7.63
2010-10-11,15056N,55.0,367.87000000000006,7.013857142857143,5.0,Garden & Outdoor,12.72,7.63
2010-10-18,15056N,319.0,1664.82,6.334666666666667,5.0,Garden & Outdoor,12.72,7.63
2010-10-25,15056N,20.0,119.0,5.95,2.0,Garden & Outdoor,12.72,7.63
2010-11-01,15056N,173.0,916.1200000000001,6.995,5.0,Garden & Outdoor,12.72,7.63
2010-11-08,15056N,94.0,470.84000000000003,6.965000000000001,5.0,Garden & Outdoor,12.72,7.63
2010-11-15,15056N,45.0,274.52000000000004,6.514166666666667,6.0,Garden & Outdoor,12.72,7.63
2010-11-22,15056N,90.0,576.12,7.153555555555556,6.0,Garden & Outdoor,12.72,7.63
2010-11-29,15056N,157.0,807.95,5.688888888888889,6.0,Garden & Outdoor,12.72,7.63
2010-12-06,15056N,29.0,247.02,8.770833333333334,5.0,Garden & Outdoor,12.72,7.63
2010-12-13,15056N,20.0,132.54000000000002,8.206666666666667,3.0,Garden & Outdoor,12.72,7.63
2010-12-20,15056N,38.0,253.18,7.642499999999999,3.0,Garden & Outdoor,12.72,7.63
2011-01-03,15056N,24.0,149.57,6.514166666666667,4.0,Garden & Outdoor,12.72,7.63
2011-01-10,15056N,55.0,299.73,7.4963999999999995,4.0,Garden & Outdoor,12.72,7.63
2011-01-17,15056N,23.0,149.87,6.601,4.0,Garden & Outdoor,12.72,7.63
2011-01-24,15056N,36.0,233.73000000000002,8.481666666666667,3.0,Garden & Outdoor,12.72,7.63
2011-01-31,15056N,22.0,143.92000000000002,7.252000000000001,5.0,Garden & Outdoor,12.72,7.63
2011-02-07,15056N,197.0,998.6600000000001,6.0255,5.0,Garden & Outdoor,12.72,7.63
2011-02-14,15056N,39.0,258.09000000000003,6.854166666666667,6.0,Garden & Outdoor,12.72,7.63
2011-02-21,15056N,18.0,133.14000000000001,8.662500000000001,3.0,Garden & Outdoor,12.72,7.63
2011-02-28,15056N,91.0,494.47,6.8265,5.0,Garden & Outdoor,12.72,7.63
2011-03-07,15056N,85.0,471.78999999999996,7.151999999999999,5.0,Garden & Outdoor,12.72,7.63
2011-03-14,15056N,191.0,1018.4900000000001,7.652666666666667,5.0,Garden & Outdoor,12.72,7.63
2011-03-21,15056N,55.0,353.2900000000001,8.120000000000001,4.0,Garden & Outdoor,12.72,7.63
2011-03-28,15056N,78.0,436.65,7.675000000000001,5.0,Garden & Outdoor,12.72,7.63
2011-04-04,15056N,74.0,412.85,7.052,5.0,Garden & Outdoor,12.72,7.63
2011-04-11,15056N,33.0,215.88,6.9265,5.0,Garden & Outdoor,12.72,7.63
2011-04-18,15056N,23.0,156.38,7.396666666666667,3.0,Garden & Outdoor,12.72,7.63
2011-04-25,15056N,50.0,297.5,5.95,3.0,Garden & Outdoor,12.72,7.63
2011-05-02,15056N,176.0,927.2,5.741666666666667,4.0,Garden & Outdoor,12.72,7.63
2011-05-09,15056N,98.0,607.73,8.338055555555556,5.0,Garden & Outdoor,12.72,7.63
2011-05-16,15056N,29.0,211.61,10.109166666666667,2.0,Garden & Outdoor,12.72,7.63
2011-05-23,15056N,40.0,251.02,7.9030000000000005,4.0,Garden & Outdoor,12.72,7.63
2011-05-30,15056N,55.0,283.33000000000004,9.617714285714285,3.0,Garden & Outdoor,12.72,7.63
2011-06-06,15056N,116.0,637.25,6.377666666666666,6.0,Garden & Outdoor,12.72,7.63
2011-06-13,15056N,151.0,877.51,7.883611111111112,6.0,Garden & Outdoor,12.72,7.63
2011-06-20,15056N,88.0,575.6800000000001,7.8658,5.0,Garden & Outdoor,12.72,7.63
2011-06-27,15056N,22.0,143.92000000000002,7.215833333333333,3.0,Garden & Outdoor,12.72,7.63
2011-07-04,15056N,259.0,1471.72,9.04813492063492,4.0,Garden & Outdoor,12.72,7.63
2011-07-11,15056N,113.0,618.86,7.185333333333334,4.0,Garden & Outdoor,12.72,7.63
2011-07-18,15056N,319.0,1683.13,7.641944444444444,6.0,Garden & Outdoor,12.72,7.63
2011-07-25,15056N,25.0,220.36,10.1598,3.0,Garden & Outdoor,12.72,7.63
2011-08-01,15056N,105.0,572.28,6.952000000000001,5.0,Garden & Outdoor,12.72,7.63
2011-08-08,15056N,37.0,291.76,8.12,2.0,Garden & Outdoor,12.72,7.63
2011-08-15,15056N,138.0,800.1600000000001,6.0755,5.0,Garden & Outdoor,12.72,7.63
2011-08-22,15056N,155.0,875.2700000000001,6.1379166666666665,6.0,Garden & Outdoor,12.72,7.63
2011-08-29,15056N,25.0,194.32000000000002,8.8795,3.0,Garden & Outdoor,12.72,7.63
2011-09-05,15056N,131.0,765.02,6.8265,5.0,Garden & Outdoor,12.72,7.63
2011-09-12,15056N,117.0,707.76,8.7744,4.0,Garden & Outdoor,12.72,7.63
2011-09-19,15056N,67.0,411.67,6.2755,5.0,Garden & Outdoor,12.72,7.63
2011-09-26,15056N,52.0,328.93,6.76375,4.0,Garden & Outdoor,12.72,7.63
2011-10-03,15056N,55.0,353.29,7.252,5.0,Garden & Outdoor,12.72,7.63
2011-10-10,15056N,32.0,197.93000000000004,7.4525,4.0,Garden & Outdoor,12.72,7.63
2011-10-17,15056N,61.0,375.96999999999997,6.76375,4.0,Garden & Outdoor,12.72,7.63
2011-10-24,15056N,107.0,596.1800000000001,6.551,4.0,Garden & Outdoor,12.72,7.63
2011-10-31,15056N,10.0,92.05000000000001,8.12,2.0,Garden & Outdoor,12.72,7.63
2011-11-07,15056N,38.0,245.63000000000002,7.577500000000001,5.0,Garden & Outdoor,12.72,7.63
2011-11-14,15056N,100.0,530.53,8.087,4.0,Garden & Outdoor,12.72,7.63
2011-11-21,15056N,8.0,60.620000000000005,10.290000000000001,1.0,Garden & Outdoor,12.72,7.63
2011-11-28,15056N,36.0,241.26,8.470666666666668,4.0,Garden & Outdoor,12.72,7.63
2011-12-05,15056N,66.0,405.72,7.035,4.0,Garden & Outdoor,12.72,7.63
2009-11-30,16014,20.0,6.4,0.32,1.0,Other,0.42,0.25
2009-12-07,16014,1510.0,484.2,0.37,1.0,Other,0.42,0.25
2009-12-14,16014,3010.0,964.2,0.37,1.0,Other,0.42,0.25
2009-12-21,16014,0.0,0.0,0.37,0.0,Other,0.42,0.25
2010-01-04,16014,0.0,0.0,0.37,0.0,Other,0.42,0.25
2010-01-11,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2010-01-18,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2010-01-25,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-02-01,16014,20.0,8.4,0.42,0.0,Other,0.42,0.25
2010-02-08,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2010-02-15,16014,1.0,0.42,0.42,0.0,Other,0.42,0.25
2010-02-22,16014,3.0,1.26,0.42,0.0,Other,0.42,0.25
2010-03-01,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-03-08,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-03-15,16014,1010.0,324.2,0.37,1.0,Other,0.42,0.25
2010-03-22,16014,0.0,0.0,0.37,0.0,Other,0.42,0.25
2010-03-29,16014,60.0,25.2,0.42,0.0,Other,0.42,0.25
2010-04-05,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-04-12,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2010-04-19,16014,50.0,21.0,0.42,0.0,Other,0.42,0.25
2010-04-26,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-05-03,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-05-10,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-05-17,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-05-24,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-05-31,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-06-07,16014,1000.0,320.0,0.32,1.0,Other,0.42,0.25
2010-06-14,16014,2005.0,642.1,0.37,1.0,Other,0.42,0.25
2010-06-21,16014,1000.0,320.0,0.32,1.0,Other,0.42,0.25
2010-06-28,16014,0.0,0.0,0.32,0.0,Other,0.42,0.25
2010-07-05,16014,1.0,0.42,0.42,0.0,Other,0.42,0.25
2010-07-12,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-07-19,16014,500.0,160.0,0.32,1.0,Other,0.42,0.25
2010-07-26,16014,61.0,25.62,0.42,0.0,Other,0.42,0.25
2010-08-02,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2010-08-09,16014,20.0,8.4,0.42,0.0,Other,0.42,0.25
2010-08-16,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-08-23,16014,1010.0,324.2,0.37,1.0,Other,0.42,0.25
2010-08-30,16014,0.0,0.0,0.37,0.0,Other,0.42,0.25
2010-09-06,16014,20.0,8.4,0.42,0.0,Other,0.42,0.25
2010-09-13,16014,500.0,160.0,0.32,1.0,Other,0.42,0.25
2010-09-20,16014,0.0,0.0,0.32,0.0,Other,0.42,0.25
2010-09-27,16014,0.0,0.0,0.32,0.0,Other,0.42,0.25
2010-10-04,16014,0.0,0.0,0.32,0.0,Other,0.42,0.25
2010-10-11,16014,20.0,6.4,0.32,1.0,Other,0.42,0.25
2010-10-18,16014,40.0,16.8,0.42,0.0,Other,0.42,0.25
2010-10-25,16014,4100.0,1322.0,0.37,1.0,Other,0.42,0.25
2010-11-01,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2010-11-08,16014,6.0,2.52,0.42,0.0,Other,0.42,0.25
2010-11-15,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-11-22,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2010-11-29,16014,14.0,5.88,0.42,0.0,Other,0.42,0.25
2010-12-06,16014,1001.0,320.42,0.37,1.0,Other,0.42,0.25
2010-12-13,16014,14.0,5.88,0.42,0.0,Other,0.42,0.25
2010-12-20,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-01-03,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-01-10,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-01-17,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-01-24,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2011-01-31,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-02-07,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-02-14,16014,1500.0,480.0,0.32,1.0,Other,0.42,0.25
2011-02-21,16014,1.0,0.42,0.42,0.0,Other,0.42,0.25
2011-02-28,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-03-07,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-03-14,16014,60.0,25.2,0.42,0.0,Other,0.42,0.25
2011-03-21,16014,1000.0,320.0,0.32,1.0,Other,0.42,0.25
2011-03-28,16014,0.0,0.0,0.32,0.0,Other,0.42,0.25
2011-04-04,16014,0.0,0.0,0.32,0.0,Other,0.42,0.25
2011-04-11,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2011-04-18,16014,3.0,1.26,0.42,0.0,Other,0.42,0.25
2011-04-25,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2011-05-02,16014,2621.0,840.8199999999999,0.36999999999999994,2.0,Other,0.42,0.25
2011-05-09,16014,130.0,54.6,0.42,0.0,Other,0.42,0.25
2011-05-16,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-05-23,16014,20.0,8.4,0.42,0.0,Other,0.42,0.25
2011-05-30,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-06-06,16014,20.0,6.4,0.32,1.0,Other,0.42,0.25
2011-06-13,16014,12.0,5.04,0.42,0.0,Other,0.42,0.25
2011-06-20,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-06-27,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-07-04,16014,20.0,8.4,0.42,0.0,Other,0.42,0.25
2011-07-11,16014,40.0,16.8,0.42,0.0,Other,0.42,0.25
2011-07-18,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-07-25,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-08-01,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-08-08,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2011-08-15,16014,1.0,0.42,0.42,0.0,Other,0.42,0.25
2011-08-22,16014,2054.0,662.68,0.4075,1.0,Other,0.42,0.25
2011-08-29,16014,0.0,0.0,0.4075,0.0,Other,0.42,0.25
2011-09-05,16014,1020.0,328.4,0.37,1.0,Other,0.42,0.25
2011-09-12,16014,0.0,0.0,0.37,0.0,Other,0.42,0.25
2011-09-19,16014,40.0,16.8,0.42,0.0,Other,0.42,0.25
2011-09-26,16014,1.0,0.42,0.42,0.0,Other,0.42,0.25
2011-10-03,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-10-10,16014,20.0,8.4,0.42,0.0,Other,0.42,0.25
2011-10-17,16014,20.0,8.4,0.42,0.0,Other,0.42,0.25
2011-10-24,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-10-31,16014,3021.0,968.8199999999999,0.395,1.0,Other,0.42,0.25
2011-11-07,16014,10.0,4.2,0.42,0.0,Other,0.42,0.25
2011-11-14,16014,0.0,0.0,0.42,0.0,Other,0.42,0.25
2011-11-21,16014,514.0,165.88,0.38666666666666666,1.0,Other,0.42,0.25
2011-11-28,16014,71.0,29.82,0.42,0.0,Other,0.42,0.25
2011-12-05,16014,60.0,25.2,0.42,0.0,Other,0.42,0.25
2009-12-07,16033,120.0,14.399999999999999,0.12,0.0,Lighting,0.12,0.07
2009-12-14,16033,120.0,14.399999999999999,0.12,0.0,Lighting,0.12,0.07
2009-12-21,16033,0.0,0.0,0.12,0.0,Lighting,0.12,0.07
2010-01-04,16033,1560.0,144.0,0.105,1.0,Lighting,0.12,0.07
2010-01-11,16033,120.0,14.399999999999999,0.12,0.0,Lighting,0.12,0.07
2010-01-18,16033,0.0,0.0,0.12,0.0,Lighting,0.12,0.07
2010-01-25,16033,120.0,14.399999999999999,0.12,0.0,Lighting,0.12,0.07
2010-02-01,16033,0.0,0.0,0.12,0.0,Lighting,0.12,0.07
2010-02-08,16033,0.0,0.0,0.12,0.0,Lighting,0.12,0.07
2010-02-15,16033,1800.0,162.0,0.09,1.0,Lighting,0.12,0.07
2010-02-22,16033,120.0,14.399999999999999,0.12,0.0,Lighting,0.12,0.07
2010-03-01,16033,0.0,0.0,0.12,0.0,Lighting,0.12,0.07
2010-03-08,16033,0.0,0.0,0.12,0.0,Lighting,0.12,0.07
2010-03-15,16033,0.0,0.0,0.12,0.0,Lighting,0.12,0.07
